companyProfileId,companyName,serviceInfo,welfares,companyUrl,address
5506,한국해양기상기술,"한국 해양 기상 기술은 해양,기상환경의 분석, 예측에 대한 과학적 자료 제공 관련 기술을 바탕으로 응용소프트웨어, DB 개발 구축과 하드웨어 개발을 통한 통합솔루션을 구축하는 업체 입니다.
기상청, 항공 기상청, 해양 경찰청 등 정부 기관 관련 다양한 GIS 프로젝트 및 R&D를 주로 하고 있습니다.
고객사 파견이나 상주 근무를 하지 않고, 사내 개발을 하고 있습니다.
프로젝트 개발 업무를 리딩할 팀장급 경력자 분을 찾고 있습니다.
많은 지원 부탁 드립니다.","• 업계 상위 수준의 연봉(개발 능력, 직전 직장 연봉 등에 기반 상호 협의)
• 학습 지원(온라인 강의, 서적 구매)
• 점심 식대 제공, 간식 제공
• 주 5일, 4대 보험, 인센티브제, 장기 근속자 포상 등",,"서울 구로구 경인로53길 90 1503,1504호"
2550,몰로코,"몰로코는 모바일 광고 기반의 머신러닝 솔루션 기업으로서 지난 2013년에 YouTube 알고리즘을 개발한 안익진 대표께서 실리콘밸리에 창업한 이후 매년 100% 이상의 매출 성장을 이룩하는 등 모바일 광고기술 분야에서 대표 기업으로 자리 잡았습니다.

한국인이 실리콘밸리에서 창업한 ML/AI기업 중에서 첫 유니콘으로 선정되었으며, 최근 Google/Meta와 함께 세계 5대 광고 네트워크로 선정되는 등 기술력을 인정받습니다.
또한 1억 5000만달러 투자 유치, 한국의 마케터상, 구글 클라우드 고객어워즈 수상, 코리아 대표 AI 스타트업 선정, 과기정통부 장관상 등 국내외적으로 공식적인 인정까지 받고 있습니다.

• 몰로코, 세계 Top5 광고네트워크 선정 : https://www.moloco.com/ko/blog/singularindex2022?utm_content=197572655&utm_medium=social&utm_source=linkedin&hss_channel=lcp-6598158
• 몰로코, 1억 5000만달러 규모 시리즈C 투자유치 퀘거 : https://www.mk.co.kr/news/business/view/2021/08/799386/
• 몰로코 대표, 2021 대한민국브랜드대상 한국의 마케터상 수상 : https://m.mk.co.kr/news/business/view/2021/10/987641/
• 몰로코, 테크놀로지 패스트 500 선정 : https://www.mk.co.kr/news/business/view/2021/11/1096115/
• 몰로코, 구글 클라우드 고객 어워즈 수상 : https://www.datanet.co.kr/news/articleView.html?idxno=165259
• 몰로코, 과기정통부 장관상 수상 : https://zdnet.co.kr/view/?no=20211121182039
• 몰로코, 코리아 AI 스타트업 100 선정 : https://zdnet.co.kr/view/?no=20211121182039

본사인 실리콘밸리를 비롯하여 샌프란시스코, 시애틀, 뉴욕, 런던, 베를린, 싱가포르, 도쿄, 북경, 인도, 서울에 오피스를 두고 있으며, Global IT업계 출신의 Top급 인력 500여명이 성공 로켓에 함께 하고 있습니다.

앞으로 MOLOCO는 모바일광고기술 분야를 비롯한, E-Commerce, 미디어 등 Data를 통한 수익화가 필요한 산업 전분야에 독보적인 당사의 머신러닝 기술을 확대하기 위해 노력하고 있습니다.","• 입사자 주식 무상 지급(RSU)
• 직원 중심, 데이터 중심의 실리콘밸리식 조직 문화
• 무제한 휴가, 자율 출퇴근, 자율 재택근무 등 직원의 워라밸을 배려한 제도 운영
• 자기계발비, 체력단련비, 교통비 별도 지원
• 무료 스낵바/커피머신/음료코너 제공 및 와인셀러 구비
• 격주 TGIF 이벤트, 다양한 사내 클럽 활동 등 ",https://www.moloco.com/,서울시 강남구 테헤란로 231 센터필드 WEST 8층
5615,피매치,"""고객이 자기주도적으로 웰니스를 실현하는 세상을 꿈꾸는 피매치""

피매치는 웰니스에 도달하는 여러 길 중 데이터와 다양한 기술을 융합해 고객이 자기주도적으로 결정하고 행동에 옮길 수 있도록 조력하는 방법을 개발하는 데 관심을 갖고 있어요. 최근에는 인공지능 기반 개인맞춤 건강기능식품 추천 서비스인 건전지(건강기능식품 정보를 전부 모아 지키자 내 건강) 앱을 출시했어요. 건전지 앱을 고도화하기 위해, ChatGPT 기능과 개인맞춤형 건강기능식품 추천 알고리즘을 개선하고, B2B 건강관리 서비스와의 연계를 통해 점차 개인화된 종합 건강 관리 플랫폼으로 발전시킬 계획이에요. 피매치와 같은 비전을 공유하고 함께 성장하고 싶은 분들을 기다려요.","• 집중근무시간 10:00 ~ 17:00 외 자율 출퇴근제
• 자유로운 연차 사용
• 업무관련 자기개발비 지원(도서, 강의, 세미나 등)
• 최신 업무용 기기 지원
• 맛있고 건강한 간식 무제한 제공
• 점심 식사비 지원
• 야근 식대, 교통비 지원
• 성과 중심의 인센티브제
• 명절, 경조사비 및 기념일 선물
• 직급 없는 수평적 문화 지향",,서울 마포구 마포대로 122 13층
4178,아파트아이,"[아파트아이란?]
• 아파트아이는 아파트 단지를 기반으로 고객의 더 나은 생활에 기여하는 생활 밀착형 1위 앱 서비스
• 아파트아이는 공동주택 통합운영관리 솔루션을 기반으로 현재 약 150만명 정도의 가입자를 보유
• 현재까지 주요 서비스는 아래와 같으며, 앞으로 새로운 서비스 기획을 통해서 아파트 1,200만세대 입주민을 위한 생활 밀착형 플랫폼을 목표로 하고 있습니다.

[주요 서비스]
• 전국 공동주택 ERP 1위 (업무 간소화와 입주민간 원활한 소통)
• ERP 부가 서비스 무료 제공 (언제 어디서나 원하는 시간에 확인)
• 아파트 생활지원 및 할인혜택 (관리비 할인 제공, 관리비로 신용점수 올리기 등)","[건강한 사내문화]
• 탄력 근무제, 자유로운 연차, 회식 강요 안해요
• 사우회/사내 동호회 운영

[개인의 성장]
• 자기개발비(도서구입, 피트니스, 교육 등) 연 60만원 지원
• 본인 혹은 자녀 학자금 지원
• 점심식비 지원(페이코 포인트 연간 약 200만원)
• 직무관련 교육, 도서, 세미나 참석 등 무제한 지원

[평화로운 가정]
• 질병 치료, 수술 등 의료비 지원 (연 최대 300만원)
• 본인 및 가족 중 1인 건강검진비 지급 (100만원 상당)

[든든한 포상]
• 매년 우수사원 표창
• 장기근속사원 포상금 지급

[특별한 날]
• 생일축하금 지급
• 창립기념일 선물 제공
• 명절 선물 지급
• 대명 및 한화 콘도 이용요금 지원
• 결혼과 출산, 가족 경조사 선물과 비용 지급",,서울특별시 금천구 가산디지털1로 186 제이플라츠 1203호
5135,다이얼로그디자인에이전시,"dda Inc.는 2016년 창업한
임직원 20명, 연매출 40억 규모의 탄탄하고 내실있는 벤쳐 기업입니다.

dda Inc.
사람과 AI의 대화가 
매력적이고 의미와 가치 있는 경험이 되도록
인문학적 지식과 전문 기술 융합을 토대로
아래의 서비스를 연구 개발하고 제공하는 데이터 중심 AI 기업입니다.

- AI Voice 에이전트의 페르소나 기획과 설계
- AI 에이전트의 Voice UX/UI/Dialogue Flow 기획과 설계
- AI의 페르소나 학습에 필요한 데이터 기획과 구축

dda Inc.는 
사람과 AI의 상호작용이 일상화되고, 더더욱 중요해 지는 시대에
페르소나/VUX/VUI 설계와 데이터 구축 분야의 축적된 노하우와 기술을 발판으로
인간 중심적, 창의적, 혁신적인 AI 솔루션 개발을 진행하고 있습니다.

dda Inc.
사람과 AI의 소통, 연결을 위한 
혁신적이고 창의적인 기술과 서비스를 꿈꾼다면
열정과 역량을 마음껏 발휘할 수 있는 기업입니다.


• 풀스택 소프트웨어 엔지니어는 dda의 AI Solution Lab에 합류해 팀 리더의 역할을 합니다.
• AI Solution Lab은 AI 기술의 발전과, 기술을 이용한 더 나은 세상을 만드는 데 앞장섭니다.
• AI Solution Lab은 산업과 사회의 다양한 문제를 해결하는 AI 솔루션을 연구하고 개발합니다.
• AI Solution Lab은 AI를 활용한 창의적이고 혁신적인 솔루션을 위해 개발, 디자인, 기획 분야의 전문가들이 같이 협업하는 팀입니다.","[근무 및 급여 조건]
• 채용 형태 : 정규직 (수습2개월, 수습 기간에도 급여 100% 지급)
• 급여 및 연봉 : 7,000만원 ~1억원 범위에서 개인의 경력과 역량에 따라 협의를 거쳐 결정 
• 근무 장소 : 8호선 문정역에서 걸어서 5분 이내에 위치한 초역세권 사무실(3호선 가락시장역도 도보 10분 이내)

[복지와 혜택]
• 개발 장비 지원(pro급 맥북 + 4K모니터)
• 업무에 필요한 유료 소프트웨어 구매
• 커피 머신 구비 및 간식 무제한 제공
• 시간 외 근무가 2시간 이상일 시 야근 식대 제공
• 월 주차비 100% 지원
• 전체 회식, 팀 회식비 지원
• 눈치 보지 않고 연차, 반차 사용
• 경조사비 지원
• 명절 선물
• 5년 단위 장기 근속자 포상(상여금, 휴가)
• 연말 상여금",,서울 송파구 송파대로 201 A동 1014호
2521,모트렉스,"(주) 모트렉스는 창사 이래 고객과의 신뢰와 믿음을 통해 다양한 사업분야를 확대 하였으며 성장과 함께 Automotive Human Machine Interface 기술을 바탕으로 4차 사업혁명과 관련된 커넥티드 카, IT솔루션, IoT 등 연구개발, HUD, Dashcam 등을 통해 자율주행차량 시대를 준비하고 있습니다. 

현재 자동차 부품 유통, 오디오, 네비게이션, 경찰청 블랙박스, IT융합 차량 인포테인먼트 시스템 콘텐츠 개발, 프리미엄 고속버스 등 사업 영역을 다양하게 넓히며, 안정적인 성과와 핵심 기술을 바탕으로 4차 혁명을 선도하는 글로벌 기업으로 발돋움 하기 위해 모든 모트렉스인들이 최선을 다해 노력하고 있습니다","• 휴가 : 하계유급휴가, 단체연차
• 일/가정 : 유연근무제, 패밀리데이
• 포상 : 장기근속자 포상
• 건강 : 종합건강검진, 독감예방접종 지원
• 현물성 복지 : 복지포인트(80만원/年), 변동성과급
• 근무제도 : 주5일 근무, 자율복장제도, 기숙사지원(천안공장), 구내식당(천안공장)",,"경기 성남시 분당구 황새울로258번길 25, 12층"
3698,다이렉트클라우드랩,"다이렉트클라우드랩은 높은 수준의 보안과 편리한 기능을 갖춘 클라우드 스토리지 서비스「DirectCloud」의 개발TEAM입니다.

공공기관 및 대기업부터 중소기업에 이르기까지 약 1,500여개의 고객사와 40만 명의 유저를 확보하였고, 최근 80억원의 투자 유치에도 성공하며 성장가도를 달리고 있습니다. 또한, 이와 같은 성과를 바탕으로 2025년 IPO를 준비하고 있습니다. 

우리는 AI등 최신 기술을 활용한 고도의 서비스의 제공을 통해 일본과 한국을 포함한 글로벌 시장 진출을 목표로 함께 성장해 나가실 역량있는 개발자분들을 모시고자 합니다.","■업무환경 
• 리모트 근무 ( 100% 리모트 근무 가능)
• 오피스 출근시에는 시차출근제 운영 (7시~10시) 
• 선릉역(2호선, 수인분당선)  3분 거리
• 최신 업무장비 지원 
• 자유로운 연차사용

■지속적인 성장지원
• 도서비 지원
• 외국어 교육 지원
• 업무에 필요한 연수비 지원
• 업무 관련 자격증 취득 및 갱신비용 지원 

■건강/리프레쉬
• 여름 휴가 , 연말연시 휴가 ,   장기근속 휴가 
• 생일휴가
• 종합건강검진

■보상 및 제도
• 내일채움공제 등 정부지원제도 지원",,"서울시 강남구 선릉로 92길 36, 6층"
4985,에어스메디컬,"에어스메디컬은 헬스케어 시장의 패러다임을 바꾸는 의료AI 솔루션을 개발, 공급하는 스타트업입니다. 접근성과 생산성이 낮은 의료서비스들을 중심으로 누구나 필요로 하고 원할 때 의료서비스를 누릴 수 있도록 정체된 시장에 인공지능을 활용한 기술혁신으로 새 활력을 불어넣고 있습니다.
에어스메디컬에는 각 분야 최고 수준의 역량과 열정을 겸비한 인재들이 모여 상호 신뢰를 바탕으로 자유롭게 하지만 책임감 있게 일하고 있습니다. 사회에 파급력 있는 난제를 최고의 동료들과 함께 풀어가는 그 자체가 설레고 성장동력이 되는 동료들을 기다립니다.
보다 상세한 사항은 회사 홈페이지 및 노션 페이지 참고 바랍니다.

• 홈페이지: www.airsmed.com
• 노션 페이지: https://airsmedical.notion.site/AIRS-Medical-b785f77eafc746f89c10309b906e3048","• 자유로운 유연근무제
　- 개발 인원: 재량근로시간제 또는 선택적근로시간제
　- 비개발 인원: 6am-10pm 사이 자유롭게 출퇴근하는 선택적근로시간제 (월단위 정산)
• 원할때 승인없이 쓸 수 있는 휴가 (단, 근속 1년 미만자의 경우, 1개월 만근 시 월차 1개 생성됨. 근속 1년 후부터 20개 연차 생성됨)
• 원하는 간식과 커피 제공",,"서울 강남구 테헤란로 223, 13층, 14층 13층"
504,이우소프트,"[팀 소개]
• 이우소프트의 개발실은 치과 진단용 장비를 통해 얻은 이미지 정보를 처리하는 다양한 소프트웨어를 개발하는 이우소프트의 핵심 부서로, 17명이 근무하고 있습니다.
• 개발실은 이우소프트의 Desktop/Web,Cloud 기반 진단 SW 뿐 아니라, 진단 데이터를 관리하는 서버군 제품, 그리고 치과 업무가 원활하게 진행될 수 있도록 기공소 연계 SW, 소모품 주문 SW 등 다양한 소프트웨어를 개발하고 있습니다.
- 이번에 채용하는 Desktop GUI App 개발자는 이우소프트에서 개발 중인 차세대 진단 소프트웨어를 중심으로 기타 다양한 Desktop 기반 GUI App들을 개발하시게 됩니다. 

[개발실장 Elly의 한 마디]
• ""이우소프트의 개발실은 항상 새로운 제품과 영역에 도전합니다. 지금 이 순간도 Desktop 기반 SW에서 Web/Cloud 기반 SW 영역으로 도전하는 과정이죠. 이런 과정에서 재미있게 새로운 영역과 기술에 관심을 가지고, 학습하고, 의견을 내며 주도적으로 일하시는 분이셨으면 좋겠어요. 
• 또한, 저희 Product는 민감한 의료 정보를 다루는 SW인만큼, 사전 설계와 Spec 정의를 굉장히 중요하게 생각하고, 프로세스에 따라 명확하게 정리합니다. 새로 함께 하실 분도 이런 중요성에 공감하시는 분이라면 좋겠어요. 
• 개발 역량 뿐 아니라 고유 영역 지식(의료 데이터 등)을 나의 경쟁력으로 만들고 싶으신 분, 그리고 동료들과 함께 지식을 나누고, 어려운 점을 도와주는 성향이신 분이라면 더욱 좋겠습니다. 함께 일하게 되는 날을 기다리고 있겠습니다! :D""

• 이우소프트, 그리고 우리가 일하는 방식
- 이우소프트는 글로벌 헬스케어 그룹 바텍 네트웍스의 덴탈 SW 전문 기업으로 ‘치과 영상 진단 전문 SW’ 분야 국내 1위, 글로벌 시장 Top tier를 차지하고 있습니다. 국내에서는 약 70%의 치과가 이우소프트의 SW를 사용하고 있으며, 글로벌 시장에서는 100여 개 국가의 100,000여 개 치과 병·의원에 제품을 공급하고 있습니다. 이우소프트는 '행복'을 추구하는 바텍 네트웍스의 이념을 바탕으로, 새로운 기술과 제품을 통해 의료현장의 편의성을 높이고, 결과적으로 더 나은 세상을 만들기 위해 노력하고 있습니다. 그 결과, 이우소프트는 대한민국 SW 기술대상 과기정통부장관상(AI 적용 의료영상 솔루션) 수상 뿐 아니라, 세계 최고의 의료기술 액셀러레이터 메드텍 이노베이터가 주최하는 메드텍 쇼케이스에서 한국 기업 중 유일하게 Top 20에 선정되어 기술력과 글로벌 성장 가능성을 인정받았습니다.

• 이런 이우소프트의 바탕에는 투명, 공유, 협업을 기반으로 한 효율적이고 수평적인 일하는 방식이 녹아 있습니다.
1. 투명 : 이우소프트의 지식과 정보는 모든 직원들에게 공개됩니다. 업무 시스템을 통해 진행 과정은 투명하게 공개되고, 역할은 명확히 정의합니다.
2. 공유 : 이우소프트의 모든 지식과 정보는 지식관리 시스템을 통해 정리/공유됩니다.
3. 협업 : 투명한 업무 절차와 공유된 정보를 바탕으로 이우소프트는 사내/외 관계자와 효율적으로 함께 일합니다.

• 업무 Tool로는 Jira, Office 365, Confluence를 사용하며 유연하게 일하고, 전문성을 기반으로 자유로운 의견 교류가 이어지도록 상호간 영어 닉네임을 사용하고 있습니다.","• Focus
- 최신 사양 PC 및 듀얼 모니터 제공
- 유연근무(재택근무와 시차출근제 운영)
- 양재역 인근 Smart Work Center(원격근무 거점) 운영
- 사내 식당 식사 지원(본사) / 식대 지원(양재 스마트워크 센터)
- 사내 카페테리아, 헬스장 운영
- 기숙사, 통근버스, 카풀제도 운영
- 사내 어린이집 운영

• Growth & Life
- 리프레쉬 휴가(상/하반기)
- 회사 휴양소 보유(리솜)
- 장기근속자 포상
- 주택자금 대출제도
- 본인 종합 건강검진 지원
- 경조사 지원(결혼, 장례, 출산 등)
- 어학 교육 지원
- 직무 교육/도서 지원
- 학습조직 운영
- 사내 복지 쇼핑몰 운영",www.ewoosoft.com,"경기 화성시 삼성1로2길 13, 8층 801호"
3206,로보코리아,"LOVO는 실리콘밸리와 역삼에 본사를 둔 차세대 인공지능 음성합성 플랫폼 회사로, ChatGPT와 Text to Speech, Text to Image, Text to Music 등 여러 Generative AI 기술을 유기적으로 접목한 토탈 Generative AI Content Creation Platform을 제공하고 있습니다. 전문지식이 없어도 다양한 콘텐츠를 만들 수 있는 “Adobe for the Normies”, 즉 “보통 사람들의 어도비”가 되는 것이 목표입니다.

Series A 단계로, 국내에서는 카카오, LG, Hashed, 해외에서는 Goodwater Capital, Hustle Fund, Yat Siu (Animoca Brands 창업자), Holly Liu (Kabam 창업자), Ray Chan (9GAG 창업자), Patrick Lee (Rotten Tomatoes 창업자) 등으로부터 누적투자 90억 이상을 받아 빠른 성장을 이루고 있습니다. 

주요 고객으로는 한국의 EJN, Toonation, LG, 신한은행, 독일의 Siemens와 Festo, 미국의 NBC Universal과 J.B. Hunt, 영국의 Frontier Developments, 이스라엘의 Fiverr등 글로벌 Fortune 500 기업들의 마케팅, HR, 세일즈 팀들, 그리고 영화와 게임 업계와의 협업이 활발하게 이뤄지고 있습니다.

실리콘밸리의 개발 및 업무 문화를 지향하고 있으며, World Class 인재들이 회사와 함께 성장하고 있습니다. 저희 팀에는 WaveGlow, Mellotron, Flowtron 등 유수한 논문을 출저한 분도 계십니다.

Cambridge University, HKUST, UC Berkeley, ETH Zurich, 서울대, 연세대 등 5개국 출신 최고의 인재들과 함께 인공지능 콘텐츠 제작 플랫폼 시장을 선도하실 분들을 모십니다!","1. 자율과 효율의 근무 환경을 제공합니다.
• 오전 09:00 - 10:30 유동적인 출근 제도
• 자체적인 LOVO 휴가 제공 (+3일 유급휴가)
• 사내 최고급 헬스장 제휴 운영 
• 근속 3년 근무시, 리프레시 연차휴가 2주 및 200만원 제공
• 개인별 점심식대 보조

2. 업무적 성장을 지원합니다.
• 전·월세지원금 월 25만원 지원금 (*강남~선릉 등 사무실 근처 이사)
• 직군별 최고급 장비 지원 
 (M1 Pro Ram 32GB, Dell QHD 모니터 2대, 키크론 키보드, 아이맥, 맥북프로, 드로잉패드 등)
• 교육지원비 매월 10만원 지급
• 프로젝트 단위 성과급 지급 
• 업무 관련 비용(소프트웨어 등) 100% 지원
• 인재추천비 100만원 지원

3. 개인적인 케어 및 입사시 선물세트도 지원합니다.
• 회사에서 사용하는 필요 경비 100% 지급
• 사내 쇼케이스 음료바 제공
• 국내 유명 수제맥주사의 시즌맥주 무제한! 무료 제공
• 사내 쇼케이스 스낵바 제공 및 신청하는 간식 구비
• Happy Holiday 선물세트 제공
• 풀케어 경조사 및 경조휴가 제공
• 입사시 최고급 축하선물세트 배송 (*현대백화점 과일세트)

※ 병역특례업체 (전문연구요원)",http://www.lovo.ai,"서울 강남구 테헤란로25길 7, 6층"
